CD_MUN,NM_MUN,SIGLA_UF,AREA_KM2
"2502300",Bom Sucesso,PB,186.059
"2502409",Bonito de Santa Fé,PB,226.798
"2502508",Boqueirão,PB,373.077
"2502607",Igaracy,PB,197.058
"2502706",Borborema,PB,26.107
"2502805",Brejo do Cruz,PB,401.315
"2502904",Brejo dos Santos,PB,93.857
"2503001",Caaporã,PB,151.018
"2503100",Cabaceiras,PB,469.171
"2503209",Cabedelo,PB,29.873
"2503308",Cachoeira dos Índios,PB,193.215
"2503407",Cacimba de Areia,PB,213.018
"2503506",Cacimba de Dentro,PB,165.072
"2503555",Cacimbas,PB,124.068
"2503605",Caiçara,PB,123.677
"2503704",Cajazeiras,PB,562.703
"2503753",Cajazeirinhas,PB,282.693
"2503803",Caldas Brandão,PB,55.963
"2503902",Camalaú,PB,541.841
"2504009",Campina Grande,PB,591.658
"2504033",Capim,PB,79.876
"2504074",Caraúbas,PB,486.622
"2504108",Carrapateira,PB,59.070
"2504157",Casserengue,PB,202.761
"2504207",Catingueira,PB,527.424
"2504306",Catolé do Rocha,PB,551.765
"2504355",Caturité,PB,117.823
"2504405",Conceição,PB,580.650
"2504504",Condado,PB,265.473
"2504603",Conde,PB,171.267
"2504702",Congo,PB,324.686
"2504801",Coremas,PB,372.012
"2504850",Coxixola,PB,173.942
"2504900",Cruz do Espírito Santo,PB,192.512
"2505006",Cubati,PB,163.570
"2505105",Cuité,PB,733.818
"2505204",Cuitegi,PB,42.091
"2505238",Cuité de Mamanguape,PB,107.680
"2505279",Curral de Cima,PB,86.428
"2505303",Curral Velho,PB,217.624
"2505352",Damião,PB,186.198
"2505402",Desterro,PB,182.018
"2505501",Vista Serrana,PB,60.390
"2505600",Diamante,PB,271.791
"2505709",Dona Inês,PB,173.648
"2505808",Duas Estradas,PB,27.012
"2505907",Emas,PB,248.226
"2506004",Esperança,PB,157.851
"2506103",Fagundes,PB,185.061
"2506202",Frei Martinho,PB,238.658
"2506251",Gado Bravo,PB,192.420
"2506301",Guarabira,PB,162.387
"2506400",Gurinhém,PB,340.408
"2506509",Gurjão,PB,344.502
"2506608",Ibiara,PB,240.357
"2506707",Imaculada,PB,317.804
"2506806",Ingá,PB,262.179
"2506905",Itabaiana,PB,210.572
"2507002",Itaporanga,PB,460.210
"2507101",Itapororoca,PB,145.806
"2507200",Itatuba,PB,251.749
"2507309",Jacaraú,PB,256.845
"2507408",Jericó,PB,177.356
"2507507",João Pessoa,PB,210.044
"2507606",Juarez Távora,PB,75.678
"2507705",Juazeirinho,PB,474.606
"2507804",Junco do Seridó,PB,180.425
"2507903",Juripiranga,PB,78.706
"2508000",Juru,PB,395.075
"2508109",Lagoa,PB,176.649
"2508208",Lagoa de Dentro,PB,83.508
"2508307",Lagoa Seca,PB,108.219
"2508406",Lastro,PB,107.416
"2508505",Livramento,PB,266.948
"2508554",Logradouro,PB,42.876
"2508604",Lucena,PB,93.800
"2508703",Mãe d'Água,PB,228.676
"2508802",Malta,PB,172.010
"2508901",Mamanguape,PB,337.434
"2509008",Manaíra,PB,352.025
"2509057",Marcação,PB,122.665
"2509107",Mari,PB,155.265
"2509156",Marizópolis,PB,69.952
"2509206",Massaranduba,PB,209.402
"2509305",Mataraca,PB,182.439
"2509339",Matinhas,PB,36.522
"2509370",Mato Grosso,PB,85.275
"2509396",Maturéia,PB,83.053
"2509404",Mogeiro,PB,214.093
"2509503",Montadas,PB,31.793
"2509602",Monte Horebe,PB,116.854
"2509701",Monteiro,PB,992.620
"2509800",Mulungu,PB,187.259
"2509909",Natuba,PB,202.173
"2510006",Nazarezinho,PB,193.203
"2510105",Nova Floresta,PB,47.572
"2510204",Nova Olinda,PB,81.516
"2510303",Nova Palmeira,PB,314.748
"2510402",Olho d'Água,PB,580.470
"2510501",Olivedos,PB,314.625
"2510600",Ouro Velho,PB,128.110
"2510659",Parari,PB,207.814
"2510709",Passagem,PB,123.422
"2510808",Patos,PB,472.892
"2510907",Paulista,PB,577.379
"2511004",Pedra Branca,PB,116.873
"2511103",Pedra Lavrada,PB,335.615
"2511202",Pedras de Fogo,PB,406.729
"2511301",Piancó,PB,576.986
"2511400",Picuí,PB,667.714
"2511509",Pilar,PB,103.306
"2511608",Pilões,PB,65.574
"2511707",Pilõezinhos,PB,40.908
"2511806",Pirpirituba,PB,80.672
"2511905",Pitimbu,PB,135.801
"2512002",Pocinhos,PB,623.967
"2512036",Poço Dantas,PB,97.758
"2512077",Poço de José de Moura,PB,94.646
"2512101",Pombal,PB,894.099
"2512200",Prata,PB,201.788
"2512309",Princesa Isabel,PB,368.569
"2512408",Puxinanã,PB,71.118
"2512507",Queimadas,PB,402.748
"2512606",Quixaba,PB,147.158
"2512705",Remígio,PB,183.459
"2512721",Pedro Régis,PB,74.216
"2512747",Riachão,PB,85.291
"2512754",Riachão do Bacamarte,PB,40.281
"2512762",Riachão do Poço,PB,40.460
"2512788",Riacho de Santo Antônio,PB,93.654
"2512804",Riacho dos Cavalos,PB,262.532
"2512903",Rio Tinto,PB,465.240
"2513000",Salgadinho,PB,179.005
"2513109",Salgado de São Félix,PB,204.079
"2513158",Santa Cecília,PB,217.577
"2513208",Santa Cruz,PB,217.677
"2513307",Santa Helena,PB,211.143
"2513356",Santa Inês,PB,327.635
"2513406",Santa Luzia,PB,440.766
"2513505",Santana de Mangueira,PB,405.164
"2513604",Santana dos Garrotes,PB,361.484
"2513653",Joca Claudino,PB,71.799
"2513703",Santa Rita,PB,718.576
"2513802",Santa Teresinha,PB,359.442
"2513851",Santo André,PB,197.791
"2513901",São Bento,PB,245.840
"2513927",São Bentinho,PB,199.635
"2513943",São Domingos do Cariri,PB,233.835
"2513968",São Domingos,PB,170.361
"2513984",São Francisco,PB,90.724
"2514008",São João do Cariri,PB,612.966
"2514107",São João do Tigre,PB,812.617
"2514206",São José da Lagoa Tapada,PB,333.724
"2514305",São José de Caiana,PB,183.273
"2514404",São José de Espinharas,PB,726.757
"2514453",São José dos Ramos,PB,100.642
"2514503",São José de Piranhas,PB,686.918
"2514552",São José de Princesa,PB,158.052
"2514602",São José do Bonfim,PB,153.629
"2514651",São José do Brejo do Cruz,PB,253.787
"2514701",São José do Sabugi,PB,213.555
"2514800",São José dos Cordeiros,PB,376.661
"2514909",São Mamede,PB,533.446
"2515005",São Miguel de Taipu,PB,92.413
"2515104",São Sebastião de Lagoa de Roça,PB,46.372
"2515203",São Sebastião do Umbuzeiro,PB,464.327
"2515302",Sapé,PB,313.678
"2515401",São Vicente do Seridó,PB,262.751
"2515500",Serra Branca,PB,698.102
"2515609",Serra da Raiz,PB,31.679
"2515708",Serra Grande,PB,64.352
"2515807",Serra Redonda,PB,55.197
"2515906",Serraria,PB,65.062
"2515930",Sertãozinho,PB,32.455
"2515971",Sobrado,PB,61.953
"2516003",Solânea,PB,233.043
"2516102",Soledade,PB,578.178
"2516151",Sossêgo,PB,147.264
"2516201",Sousa,PB,728.492
"2516300",Sumé,PB,833.315
"2516409",Tacima,PB,245.236
"2516508",Taperoá,PB,628.365
"2516607",Tavares,PB,239.507
"2516706",Teixeira,PB,155.452
"2516755",Tenório,PB,87.452
"2516805",Triunfo,PB,224.336
"2516904",Uiraúna,PB,293.182
"2517001",Umbuzeiro,PB,185.578
"2517100",Várzea,PB,191.282
"2517209",Vieirópolis,PB,147.098
"2517407",Zabelê,PB,106.811
"2600054",Abreu e Lima,PE,126.384
"2600104",Afogados da Ingazeira,PE,377.696
"2600203",Afrânio,PE,1490.594
"2600302",Agrestina,PE,200.369
"2600401",Água Preta,PE,533.332
"2600500",Águas Belas,PE,885.988
"2600609",Alagoinha,PE,216.452
"2600708",Aliança,PE,272.773
"2600807",Altinho,PE,450.178
"2600906",Amaraji,PE,234.956
"2601003",Angelim,PE,118.037
"2601052",Araçoiaba,PE,96.360
"2601102",Araripina,PE,2037.394
"2601201",Arcoverde,PE,323.370
"2601300",Barra de Guabiraba,PE,120.583
"2601409",Barreiros,PE,233.433
"2601508",Belém de Maria,PE,75.142
"2601607",Belém do São Francisco,PE,1830.797
"2601706",Belo Jardim,PE,647.696
"2601805",Betânia,PE,1244.074
"2601904",Bezerros,PE,492.632
"2602001",Bodocó,PE,1621.786
"2602100",Bom Conselho,PE,792.185
"2602209",Bom Jardim,PE,224.120
"2602308",Bonito,PE,390.107
"2602407",Brejão,PE,159.786
"2602506",Brejinho,PE,106.275
"2602605",Brejo da Madre de Deus,PE,762.346
"2602704",Buenos Aires,PE,93.187
"2602803",Buíque,PE,1320.870
"2602902",Cabo de Santo Agostinho,PE,445.343
"2603009",Cabrobó,PE,1658.616
"2603108",Cachoeirinha,PE,179.262
"2603207",Caetés,PE,294.946
"2603306",Calçado,PE,121.945
"2603405",Calumbi,PE,179.314
"2603454",Camaragibe,PE,51.321
"2603504",Camocim de São Félix,PE,71.985
"2603603",Camutanga,PE,39.116
"2603702",Canhotinho,PE,423.168
"2603801",Capoeiras,PE,336.329
"2603900",Carnaíba,PE,427.802
"2603926",Carnaubeira da Penha,PE,1004.667
"2604007",Carpina,PE,147.017
"2604106",Caruaru,PE,923.150
"2604155",Casinhas,PE,115.868
"2604205",Catende,PE,207.244
"2604304",Cedro,PE,148.746
"2604403",Chã de Alegria,PE,48.993
"2604502",Chã Grande,PE,84.848
"2604601",Condado,PE,89.645
"2604700",Correntes,PE,317.793
"2604809",Cortês,PE,101.316
"2604908",Cumaru,PE,292.231
"2605004",Cupira,PE,95.155
"2605103",Custódia,PE,1404.126
"2605152",Dormentes,PE,1539.052
"2605202",Escada,PE,342.201
"2605301",Exu,PE,1336.786
"2605400",Feira Nova,PE,107.726
"2605459",Fernando de Noronha,PE,18.609
"2605509",Ferreiros,PE,92.516
"2605608",Flores,PE,995.558
"2605707",Floresta,PE,3644.169
"2605806",Frei Miguelinho,PE,212.707
"2605905",Gameleira,PE,255.961
"2606002",Garanhuns,PE,458.552
"2606101",Glória do Goitá,PE,234.214
"2606200",Goiana,PE,445.405
"2606309",Granito,PE,521.690
"2606408",Gravatá,PE,503.946
"2606507",Iati,PE,635.137
"2606606",Ibimirim,PE,1906.437
"2606705",Ibirajuba,PE,189.596
"2606804",Igarassu,PE,306.879
"2606903",Iguaracy,PE,838.132
"2607000",Inajá,PE,1168.158
"2607109",Ingazeira,PE,243.586
"2607208",Ipojuca,PE,521.801
"2607307",Ipubi,PE,693.914
"2607406",Itacuruba,PE,430.038
"2607505",Itaíba,PE,1061.694
"2607604",Ilha de Itamaracá,PE,66.146
"2607653",Itambé,PE,304.006
"2607703",Itapetim,PE,404.850
"2607752",Itapissuma,PE,73.968
"2607802",Itaquitinga,PE,162.739
"2607901",Jaboatão dos Guararapes,PE,258.724
"2607950",Jaqueira,PE,87.208
"2608008",Jataúba,PE,714.601
"2608057",Jatobá,PE,277.862
"2608107",João Alfredo,PE,134.147
"2608206",Joaquim Nabuco,PE,121.901
"2608255",Jucati,PE,120.604
"2608305",Jupi,PE,104.994
"2608404",Jurema,PE,148.254
"2608453",Lagoa do Carro,PE,69.666
"2608503",Lagoa de Itaenga,PE,56.131
"2608602",Lagoa do Ouro,PE,198.762
"2608701",Lagoa dos Gatos,PE,224.947
"2608750",Lagoa Grande,PE,1850.070
"2608800",Lajedo,PE,189.096
"2608909",Limoeiro,PE,273.733
"2609006",Macaparana,PE,108.049
"2609105",Machados,PE,60.036
"2609154",Manari,PE,344.725
"2609204",Maraial,PE,199.865
"2609303",Mirandiba,PE,821.676
"2609402",Moreno,PE,196.073
"2609501",Nazaré da Mata,PE,130.572
"2609600",Olinda,PE,41.300
"2609709",Orobó,PE,138.662
"2609808",Orocó,PE,554.760
"2609907",Ouricuri,PE,2381.570
"2610004",Palmares,PE,339.291
"2610103",Palmeirina,PE,168.796
"2610202",Panelas,PE,380.428
"2610301",Paranatama,PE,185.371
"2610400",Parnamirim,PE,2609.548
"2610509",Passira,PE,326.758
"2610608",Paudalho,PE,269.651
"2610707",Paulista,PE,96.932
"2610806",Pedra,PE,921.477
"2610905",Pesqueira,PE,980.876
"2611002",Petrolândia,PE,1056.592
"2611101",Petrolina,PE,4561.870
"2611200",Poção,PE,204.329
"2611309",Pombos,PE,239.876
"2611408",Primavera,PE,113.112
"2611507",Quipapá,PE,230.617
"2611533",Quixaba,PE,210.705
"2611606",Recife,PE,218.843
"2611705",Riacho das Almas,PE,314.003
"2611804",Ribeirão,PE,289.733
"2611903",Rio Formoso,PE,227.458
"2612000",Sairé,PE,190.455
"2612109",Salgadinho,PE,87.217
"2612208",Salgueiro,PE,1678.564
"2612307",Saloá,PE,251.549
"2612406",Sanharó,PE,268.686
"2612455",Santa Cruz,PE,1245.983
"2612471",Santa Cruz da Baixa Verde,PE,114.932
"2612505",Santa Cruz do Capibaribe,PE,335.309
"2612554",Santa Filomena,PE,1005.341
"2612604",Santa Maria da Boa Vista,PE,3000.774
"2612703",Santa Maria do Cambucá,PE,92.148
"2612802",Santa Terezinha,PE,200.327
"2612901",São Benedito do Sul,PE,160.477
"2613008",São Bento do Una,PE,719.148
"2613107",São Caitano,PE,382.483
"2613206",São João,PE,258.334
"2613305",São Joaquim do Monte,PE,232.070
"2613404",São José da Coroa Grande,PE,69.184
"2613503",São José do Belmonte,PE,1474.086
"2613602",São José do Egito,PE,780.852
"2613701",São Lourenço da Mata,PE,264.190
"2613800",São Vicente Férrer,PE,113.985
"2613909",Serra Talhada,PE,2980.007
"2614006",Serrita,PE,1535.190
"2614105",Sertânia,PE,2421.527
"2614204",Sirinhaém,PE,374.321
"2614303",Moreilândia,PE,404.287
"2614402",Solidão,PE,138.398
"2614501",Surubim,PE,252.896
"2614600",Tabira,PE,390.434
"2614709",Tacaimbó,PE,227.601
"2614808",Tacaratu,PE,1264.532
"2614857",Tamandaré,PE,213.750
"2615003",Taquaritinga do Norte,PE,475.184
"2615102",Terezinha,PE,151.450
"2615201",Terra Nova,PE,318.709
"2615300",Timbaúba,PE,287.683
"2615409",Toritama,PE,25.704
"2615508",Tracunhaém,PE,137.321
"2615607",Trindade,PE,295.765
"2615706",Triunfo,PE,191.518
"2615805",Tupanatinga,PE,950.474
"2615904",Tuparetama,PE,189.509
"2616001",Venturosa,PE,335.482
"2616100",Verdejante,PE,476.039
"2616183",Vertente do Lério,PE,73.631
"2616209",Vertentes,PE,196.325
"2616308",Vicência,PE,228.017
"2616407",Vitória de Santo Antão,PE,335.942
"2616506",Xexéu,PE,110.815
"2700102",Água Branca,AL,468.229
"2700201",Anadia,AL,186.134
"2700300",Arapiraca,AL,345.655
"2700409",Atalaia,AL,533.258
"2700508",Barra de Santo Antônio,AL,131.364
"2700607",Barra de São Miguel,AL,74.247
"2700706",Batalha,AL,315.870
"2700805",Belém,AL,66.628
"2700904",Belo Monte,AL,334.136
"2701001",Boca da Mata,AL,193.002
"2701100",Branquinha,AL,168.048
"2701209",Cacimbinhas,AL,281.692
"2701308",Cajueiro,AL,94.357
"2701357",Campestre,AL,65.910
"2701407",Campo Alegre,AL,312.726
"2701506",Campo Grande,AL,170.144
"2701605",Canapi,AL,602.778
"2701704",Capela,AL,263.735
"2701803",Carneiros,AL,101.853
"2701902",Chã Preta,AL,157.831
"2702009",Coité do Nóia,AL,88.759
"2702108",Colônia Leopoldina,AL,207.935
"2702207",Coqueiro Seco,AL,39.608
"2702306",Coruripe,AL,897.800
"2702355",Craíbas,AL,278.879
"2702405",Delmiro Gouveia,AL,628.545
"2702504",Dois Riachos,AL,141.621
"2702553",Estrela de Alagoas,AL,260.772
"2702603",Feira Grande,AL,175.906
"2702702",Feliz Deserto,AL,110.062
"2702801",Flexeiras,AL,333.756
"2702900",Girau do Ponciano,AL,513.454
"2703007",Ibateguara,AL,265.312
"2703106",Igaci,AL,334.346
"2703205",Igreja Nova,AL,426.538
"2703304",Inhapi,AL,372.019
"2703403",Jacaré dos Homens,AL,148.992
"2703502",Jacuípe,AL,208.738
"2703601",Japaratinga,AL,85.356
"2703700",Jaramataia,AL,105.416
"2703759",Jequiá da Praia,AL,334.265
"2703809",Joaquim Gomes,AL,298.170
"2703908",Jundiá,AL,88.793
"2704005",Junqueiro,AL,247.724
"2704104",Lagoa da Canoa,AL,83.621
"2704203",Limoeiro de Anadia,AL,309.205
"2704302",Maceió,AL,509.320
"2704401",Major Isidoro,AL,442.744
"2704500",Maragogi,AL,334.165
"2704609",Maravilha,AL,332.370
"2704708",Marechal Deodoro,AL,340.980
"2704807",Maribondo,AL,180.107
"2704906",Mar Vermelho,AL,91.741
"2705002",Mata Grande,AL,914.722
"2705101",Matriz de Camaragibe,AL,238.113
"2705200",Messias,AL,114.156
"2705309",Minador do Negrão,AL,167.462
"2705408",Monteirópolis,AL,86.604
"2705507",Murici,AL,418.028
"2705606",Novo Lino,AL,215.547
"2705705",Olho d'Água das Flores,AL,191.656
"2705804",Olho d'Água do Casado,AL,327.678
"2705903",Olho d'Água Grande,AL,117.006
"2706000",Olivença,AL,175.317
"2706109",Ouro Branco,AL,196.560
"2706208",Palestina,AL,38.189
"2706307",Palmeira dos Índios,AL,450.990
"2706406",Pão de Açúcar,AL,688.870
"2706422",Pariconha,AL,254.719
"2706448",Paripueira,AL,92.788
"2706505",Passo de Camaragibe,AL,251.290
"2706604",Paulo Jacinto,AL,118.457
"2706703",Penedo,AL,688.452
"2706802",Piaçabuçu,AL,243.686
"2706901",Pilar,AL,259.614
"2707008",Pindoba,AL,117.086
"2707107",Piranhas,AL,403.995
"2707206",Poço das Trincheiras,AL,284.260
"2707305",Porto Calvo,AL,313.231
"2707404",Porto de Pedras,AL,257.105
"2707503",Porto Real do Colégio,AL,235.852
"2707602",Quebrangulo,AL,319.829
"2707701",Rio Largo,AL,293.816
"2707800",Roteiro,AL,128.926
"2707909",Santa Luzia do Norte,AL,28.857
"2708006",Santana do Ipanema,AL,437.875
"2708105",Santana do Mundaú,AL,232.169
"2708204",São Brás,AL,139.038
"2708303",São José da Laje,AL,256.603
"2708402",São José da Tapera,AL,492.119
"2708501",São Luís do Quitunde,AL,397.257
"2708600",São Miguel dos Campos,AL,335.683
"2708709",São Miguel dos Milagres,AL,76.731
"2708808",São Sebastião,AL,314.924
"2708907",Satuba,AL,41.268
"2708956",Senador Rui Palmeira,AL,341.992
"2709004",Tanque d'Arca,AL,124.617
"2709103",Taquarana,AL,153.841
"2709152",Teotônio Vilela,AL,299.221
"2709202",Traipu,AL,681.577
"2709301",União dos Palmares,AL,420.376
"2709400",Viçosa,AL,367.888
"2800100",Amparo do São Francisco,SE,35.683
"2800209",Aquidabã,SE,359.543
"2800308",Aracaju,SE,182.163
"2800407",Arauá,SE,198.967
"2800506",Areia Branca,SE,148.134
"2800605",Barra dos Coqueiros,SE,92.268
"2800670",Boquim,SE,205.643
"2800704",Brejo Grande,SE,141.464
"2801009",Campo do Brito,SE,201.485
"2801108",Canhoba,SE,171.581
"2801207",Canindé de São Francisco,SE,934.469
"2801306",Capela,SE,442.211
"2801405",Carira,SE,638.743
"2801504",Carmópolis,SE,46.395
"2801603",Cedro de São João,SE,83.711
"2801702",Cristinápolis,SE,228.556
"2801900",Cumbe,SE,128.393
"2802007",Divina Pastora,SE,90.328
"2802106",Estância,SE,647.344
"2802205",Feira Nova,SE,183.273
"2802304",Frei Paulo,SE,399.178
"2802403",Gararu,SE,656.956
"2802502",General Maynard,SE,19.793
"2802601",Gracho Cardoso,SE,242.679
"2802700",Ilha das Flores,SE,52.693
"2802809",Indiaroba,SE,316.316
"2802908",Itabaiana,SE,337.295
"2803005",Itabaianinha,SE,501.794
"2803104",Itabi,SE,183.422
"2803203",Itaporanga d'Ajuda,SE,739.702
"2803302",Japaratuba,SE,365.677
"2803401",Japoatã,SE,402.353
"2803500",Lagarto,SE,968.921
"2803609",Laranjeiras,SE,162.273
"2803708",Macambira,SE,137.529
"2803807",Malhada dos Bois,SE,63.199
"2803906",Malhador,SE,101.888
"2804003",Maruim,SE,95.554
"2804102",Moita Bonita,SE,95.416
"2804201",Monte Alegre de Sergipe,SE,386.906
"2804300",Muribeca,SE,74.310
"2804409",Neópolis,SE,271.323
"2804458",Nossa Senhora Aparecida,SE,340.842
"2804508",Nossa Senhora da Glória,SE,758.435
"2804607",Nossa Senhora das Dores,SE,482.399
"2804706",Nossa Senhora de Lourdes,SE,83.767
"2804805",Nossa Senhora do Socorro,SE,155.018
"2804904",Pacatuba,SE,381.428
"2805000",Pedra Mole,SE,82.202
"2805109",Pedrinhas,SE,33.144
"2805208",Pinhão,SE,156.382
"2805307",Pirambu,SE,208.681
"2805406",Poço Redondo,SE,1220.123
"2805505",Poço Verde,SE,441.326
"2805604",Porto da Folha,SE,878.043
"2805703",Propriá,SE,96.320
"2805802",Riachão do Dantas,SE,530.607
"2805901",Riachuelo,SE,78.308
"2806008",Ribeirópolis,SE,259.023
"2806107",Rosário do Catete,SE,102.834
"2806206",Salgado,SE,247.579
"2806305",Santa Luzia do Itanhy,SE,325.258
"2806404",Santana do São Francisco,SE,44.017
"2806503",Santa Rosa de Lima,SE,67.672
"2806602",Santo Amaro das Brotas,SE,236.965
"2806701",São Cristóvão,SE,438.037
"2806800",São Domingos,SE,101.999
"2806909",São Francisco,SE,83.985
"2807006",São Miguel do Aleixo,SE,144.832
"2807105",Simão Dias,SE,560.199
"2807204",Siriri,SE,168.372
"2807303",Telha,SE,47.860
"2807402",Tobias Barreto,SE,1024.645
"2807501",Tomar do Geru,SE,304.837
"2807600",Umbaúba,SE,117.514
"2900108",Abaíra,BA,538.677
"2900207",Abaré,BA,1604.923
"2900306",Acajutiba,BA,181.475
"2900355",Adustina,BA,629.099
"2900405",Água Fria,BA,742.775
"2900504",Érico Cardoso,BA,735.249
"2900603",Aiquara,BA,167.877
"2900702",Alagoinhas,BA,707.835
"2900801",Alcobaça,BA,1477.929
"2900900",Almadina,BA,245.236
"2901007",Amargosa,BA,431.655
"2901106",Amélia Rodrigues,BA,166.872
"2901155",América Dourada,BA,822.373
"2901205",Anagé,BA,1899.683
"2901304",Andaraí,BA,1590.316
"2901353",Andorinha,BA,1362.386
"2901403",Angical,BA,1530.050
"2901502",Anguera,BA,187.840
"2901601",Antas,BA,319.745
"2901700",Antônio Cardoso,BA,293.530
"2901809",Antônio Gonçalves,BA,345.284
"2901908",Aporá,BA,479.262
"2901957",Apuarema,BA,150.830
"2902005",Aracatu,BA,1489.803
"2902054",Araçás,BA,474.577
"2902104",Araci,BA,1496.245
"2902203",Aramari,BA,368.947
"2902252",Arataca,BA,435.962
"2902302",Aratuípe,BA,174.012
"2902401",Aurelino Leal,BA,445.394
"2902500",Baianópolis,BA,3320.723
"2902609",Baixa Grande,BA,967.514
"2902658",Banzaê,BA,409.507
"2902708",Barra,BA,11428.112
"2902807",Barra da Estiva,BA,1657.413
"2902906",Barra do Choça,BA,765.936
"2903003",Barra do Mendes,BA,1586.629
"2903102",Barra do Rocha,BA,214.411
"2903201",Barreiras,BA,8051.274
"2903235",Barro Alto,BA,414.510
"2903276",Barrocas,BA,207.297
"2903300",Barro Preto,BA,201.585
"2903409",Belmonte,BA,1939.447
"2903508",Belo Campo,BA,772.756
"2903607",Biritinga,BA,553.762
"2903706",Boa Nova,BA,849.538
"2903805",Boa Vista do Tupim,BA,2972.109
"2903904",Bom Jesus da Lapa,BA,4115.510
"2903953",Bom Jesus da Serra,BA,467.813
"2904001",Boninal,BA,896.857
"2904050",Bonito,BA,791.276
"2904100",Boquira,BA,1426.233
"2904209",Botuporã,BA,627.612
"2904308",Brejões,BA,518.566
"2904407",Brejolândia,BA,2247.208
"2904506",Brotas de Macaúbas,BA,2370.486
"2904605",Brumado,BA,2207.612
"2904704",Buerarema,BA,219.487
"2904753",Buritirama,BA,4046.736
"2904803",Caatiba,BA,512.436
"2904852",Cabaceiras do Paraguaçu,BA,222.026
"2904902",Cachoeira,BA,394.894
"2905008",Caculé,BA,610.983
"2905107",Caém,BA,540.908
"2905156",Caetanos,BA,767.146
"2905206",Caetité,BA,2651.536
"2905305",Cafarnaum,BA,643.660
"2905404",Cairu,BA,448.846
"2905503",Caldeirão Grande,BA,458.311
"2905602",Camacan,BA,584.848
"2905701",Camaçari,BA,785.421
"2905800",Camamu,BA,839.702
"2905909",Campo Alegre de Lourdes,BA,2914.587
"2906006",Campo Formoso,BA,7161.827
"2906105",Canápolis,BA,460.388
"2906204",Canarana,BA,579.726
"2906303",Canavieiras,BA,1334.284
"2906402",Candeal,BA,447.578
"2906501",Candeias,BA,251.808
"2906600",Candiba,BA,433.642
"2906709",Cândido Sales,BA,1169.814
"2906808",Cansanção,BA,1351.891
"2906824",Canudos,BA,3565.377
"2906857",Capela do Alto Alegre,BA,629.586
"2906873",Capim Grosso,BA,464.776
"2906899",Caraíbas,BA,805.629
"2906907",Caravelas,BA,2377.889
"2907004",Cardeal da Silva,BA,293.456
"2907103",Carinhanha,BA,2525.906
"2907202",Casa Nova,BA,9647.072
"2907301",Castro Alves,BA,713.789
"2907400",Catolândia,BA,702.504
"2907509",Catu,BA,426.955
"2907558",Caturama,BA,716.261
"2907608",Central,BA,566.974
"2907707",Chorrochó,BA,3005.319
"2907806",Cícero Dantas,BA,819.969
"2907905",Cipó,BA,168.330
"2908002",Coaraci,BA,274.500
"2908101",Cocos,BA,10140.572
"2908200",Conceição da Feira,BA,164.798
"2908309",Conceição do Almeida,BA,284.836
"2908408",Conceição do Coité,BA,1015.252
"2908507",Conceição do Jacuípe,BA,114.869
"2908606",Conde,BA,931.106
"2908705",Condeúba,BA,1348.039
"2908804",Contendas do Sincorá,BA,977.455
"2908903",Coração de Maria,BA,378.420
"2909000",Cordeiros,BA,523.640
"2909109",Coribe,BA,2662.819
"2909208",Coronel João Sá,BA,797.434
"2909307",Correntina,BA,11504.314
"2909406",Cotegipe,BA,4282.775
"2909505",Cravolândia,BA,182.585
"2909604",Crisópolis,BA,636.609
"2909703",Cristópolis,BA,1052.837
"2909802",Cruz das Almas,BA,139.117
"2909901",Curaçá,BA,5950.614
"2910008",Dário Meira,BA,413.637
"2910057",Dias d'Ávila,BA,183.759
"2910107",Dom Basílio,BA,689.516
"2910206",Dom Macedo Costa,BA,94.778
"2910305",Elísio Medrado,BA,179.329
"2910404",Encruzilhada,BA,1890.133
"2910503",Entre Rios,BA,1187.766
"2910602",Esplanada,BA,1299.355
"2910701",Euclides da Cunha,BA,2025.368
"2910727",Eunápolis,BA,1425.970
"2910750",Fátima,BA,364.419
"2910776",Feira da Mata,BA,1176.111
"2910800",Feira de Santana,BA,1304.425
"2910859",Filadélfia,BA,579.686
"2910909",Firmino Alves,BA,172.353
"2911006",Floresta Azul,BA,321.013
"2911105",Formosa do Rio Preto,BA,15634.328
"2911204",Gandu,BA,229.631
"2911253",Gavião,BA,384.592
"2911303",Gentio do Ouro,BA,3817.946
"2911402",Glória,BA,1566.609
"2911501",Gongogi,BA,202.194
"2911600",Governador Mangabeira,BA,106.848
"2911659",Guajeru,BA,872.867
"2911709",Guanambi,BA,1272.366
"2911808",Guaratinga,BA,2189.404
"2911857",Heliópolis,BA,313.438
"2911907",Iaçu,BA,2342.497
"2912004",Ibiassucê,BA,483.274
"2912103",Ibicaraí,BA,230.953
"2912202",Ibicoara,BA,817.355
"2912301",Ibicuí,BA,1139.378
"2912400",Ibipeba,BA,1382.008
"2912509",Ibipitanga,BA,954.373
"2912608",Ibiquera,BA,698.245
"2912707",Ibirapitanga,BA,472.694
"2912806",Ibirapuã,BA,771.098
"2912905",Ibirataia,BA,318.129
"2913002",Ibitiara,BA,1834.002
"2913101",Ibititá,BA,573.033
"2913200",Ibotirama,BA,1740.113
"2913309",Ichu,BA,138.016
"2913408",Igaporã,BA,836.586
"2913457",Igrapiúna,BA,591.312
"2913507",Iguaí,BA,860.223
"2913606",Ilhéus,BA,1588.555
"2913705",Inhambupe,BA,1082.283
